Name,Debut,Final,Position,Height,Weight,Birthday,School,HOF,Active,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,Player_ID,Image_URL
John Schweitz,1985,1987,['Guard'],78,210.0,"April 19, 1960",['Richmond'],False,False,22,2.6,1.0,0.8,33.3,0.0,70.0,33.3,4.2,-0.5,78093,https://cdn.nba.com/headshots/nba/latest/1040x760/78093.png
Luis Scola,2008,2017,['Forward'],81,240.0,"April 30, 1980",,False,False,743,12.0,6.7,1.6,49.3,33.9,74.0,49.9,16.3,45.7,2449,https://cdn.nba.com/headshots/nba/latest/1040x760/2449.png
Fred Scolari,1947,1955,['Guard'],70,180.0,"March 1, 1922",['San Francisco'],False,False,534,11.3,2.7,2.6,32.1,,81.8,,13.3,33.5,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Alvin Scott,1978,1985,"['Forward', 'Guard']",79,185.0,"September 14, 1955",['Oral Roberts'],False,False,627,4.9,3.2,1.4,48.1,20.0,73.3,48.2,11.3,23.0,78095,https://cdn.nba.com/headshots/nba/latest/1040x760/78095.png
Brent Scott,1997,1997,"['Forward', 'Center']",82,250.0,"June 15, 1971",['Rice University'],False,False,16,1.2,0.6,0.2,47.1,,50.0,47.1,7.0,0.0,1064,https://cdn.nba.com/headshots/nba/latest/1040x760/1064.png
Byron Scott,1984,1997,['Guard'],75,195.0,"March 28, 1961",['Arizona State'],False,False,1073,14.1,2.8,2.5,48.2,37.0,83.3,51.4,15.5,75.2,2,https://cdn.nba.com/headshots/nba/latest/1040x760/2.png
Charlie Scott,1971,1980,"['Guard', 'Forward']",77,175.0,"December 15, 1948",['UNC'],True,False,717,20.7,4.0,4.9,44.8,25.3,77.3,44.9,15.8,41.4,78097,https://cdn.nba.com/headshots/nba/latest/1040x760/78097.png
Dennis Scott,1991,2000,['Forward'],80,229.0,"September 5, 1968",['Georgia Tech'],False,False,629,12.9,2.8,2.1,41.7,39.7,79.3,50.2,13.4,33.4,192,https://cdn.nba.com/headshots/nba/latest/1040x760/192.png
James Scott,1997,1997,['Forward'],78,180.0,"June 6, 1972","[""St. John's""]",False,False,8,0.1,0.8,0.4,0.0,0.0,50.0,0.0,-4.1,-0.1,1109,https://cdn.nba.com/headshots/nba/latest/1040x760/1109.png
Mike Scott,2013,2021,['Forward'],79,237.0,"July 16, 1988",['Virginia'],False,False,555,6.7,3.1,0.9,45.3,36.2,75.7,53.1,12.3,16.8,203118,https://cdn.nba.com/headshots/nba/latest/1040x760/203118.png
Ray Scott,1962,1972,"['Forward', 'Center']",81,215.0,"July 12, 1938","['New York City College of Technology', ' University of Portland']",False,False,811,14.3,9.8,2.2,40.9,60.0,72.7,40.9,15.9,34.7,78100,https://cdn.nba.com/headshots/nba/latest/1040x760/78100.png
Shawnelle Scott,1997,2002,['Center'],82,250.0,"June 16, 1972","[""St. John's""]",False,False,105,1.8,2.2,0.2,46.4,,46.5,46.4,13.1,1.3,1035,https://cdn.nba.com/headshots/nba/latest/1040x760/1035.png
Tre Scott,2022,2022,['Forward'],80,225.0,"November 25, 1996",['Cincinnati'],False,False,2,3.0,1.0,0.0,50.0,0.0,,50.0,20.4,0.0,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Willie Scott,1970,1970,['Forward'],77,210.0,"May 22, 1947",['Alabama State University'],False,False,8,1.6,0.5,0.3,40.0,,16.7,40.0,-7.1,-0.1,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Paul Scranton,1968,1968,['Forward'],77,230.0,"April 30, 1944",['Cal Poly Pomona'],False,False,5,1.8,3.2,0.2,44.4,,25.0,44.4,10.6,0.0,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Jay Scrubb,2021,2023,"['Guard', 'Forward']",77,220.0,"September 1, 2000",['John A. Logan College'],False,True,24,4.0,1.5,0.4,41.6,31.3,76.5,47.2,8.8,-0.1,1630206,https://cdn.nba.com/headshots/nba/latest/1040x760/1630206.png
Carey Scurry,1986,1988,['Forward'],79,188.0,"December 4, 1962",['Long Island University'],False,False,180,4.7,2.9,1.1,48.0,25.0,66.6,48.6,14.1,5.3,78102,https://cdn.nba.com/headshots/nba/latest/1040x760/78102.png
Dereon Seabron,2023,2024,['Guard'],79,180.0,"May 26, 2000",['NC State'],False,True,11,1.6,0.7,0.5,33.3,50.0,83.3,36.1,8.4,0.1,1631220,https://cdn.nba.com/headshots/nba/latest/1040x760/1631220.png
Bruce Seals,1974,1978,['Forward'],80,210.0,"June 18, 1953",['Xavier University of Louisiana'],False,False,348,8.9,4.2,1.0,42.3,20.4,67.2,42.6,11.5,7.8,78103,https://cdn.nba.com/headshots/nba/latest/1040x760/78103.png
Shea Seals,1998,1998,['Guard'],77,210.0,"August 26, 1975",['Tulsa'],False,False,4,1.0,1.0,0.0,12.5,0.0,50.0,12.5,4.9,-0.1,1578,https://cdn.nba.com/headshots/nba/latest/1040x760/1578.png
Malik Sealy,1993,2000,['Guard'],80,190.0,"February 1, 1970","[""St. John's""]",False,False,493,10.1,3.2,1.7,42.6,29.2,80.9,44.4,13.6,17.1,907,https://cdn.nba.com/headshots/nba/latest/1040x760/907.png
Ed Searcy,1976,1976,['Forward'],78,210.0,"April 17, 1952","[""St. John's""]",False,False,4,1.5,0.0,0.3,33.3,,100.0,,5.6,0.0,78105,https://cdn.nba.com/headshots/nba/latest/1040x760/78105.png
Kenny Sears,1956,1964,['Forward'],81,198.0,"August 17, 1933",['Santa Clara'],False,False,529,13.9,7.8,1.6,45.5,,82.6,,18.5,55.8,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Wayne See,1950,1950,['Guard'],75,190.0,"November 3, 1923",['Northern Arizona University'],False,False,61,5.2,,2.3,37.3,,69.6,,,1.6,78107,https://cdn.nba.com/headshots/nba/latest/1040x760/78107.png
Thabo Sefolosha,2007,2020,"['Guard', 'Forward']",78,215.0,"May 2, 1984",,False,False,869,5.7,3.7,1.4,44.9,34.9,73.2,50.9,11.4,39.3,200757,https://cdn.nba.com/headshots/nba/latest/1040x760/200757.png
Rony Seikaly,1989,1999,['Center'],83,230.0,"May 10, 1965",['Syracuse'],False,False,678,14.7,9.5,1.3,48.4,18.8,67.9,48.4,15.7,37.3,938,https://cdn.nba.com/headshots/nba/latest/1040x760/938.png
Glen Selbo,1950,1950,"['Guard', 'Forward']",75,196.0,"March 29, 1926",['Wisconsin'],False,False,13,3.2,,1.8,19.6,,75.9,,,-0.2,78109,https://cdn.nba.com/headshots/nba/latest/1040x760/78109.png
Josh Selby,2012,2013,['Guard'],74,183.0,"March 27, 1991",['Kansas'],False,False,38,2.2,0.5,0.9,33.0,14.3,72.0,34.6,2.7,-0.7,202729,https://cdn.nba.com/headshots/nba/latest/1040x760/202729.png
Wayne Selden,2017,2022,"['Guard', 'Forward']",77,230.0,"September 30, 1994",['Kansas'],False,False,127,7.2,2.0,1.5,41.5,34.4,71.8,48.4,9.1,0.2,1627782,https://cdn.nba.com/headshots/nba/latest/1040x760/1627782.png
Brad Sellers,1987,1993,"['Center', 'Forward']",84,210.0,"December 17, 1962","['Wisconsin', ' Ohio State']",False,False,398,6.3,2.7,1.1,45.2,20.0,79.3,45.4,11.1,9.8,78110,https://cdn.nba.com/headshots/nba/latest/1040x760/78110.png
Phil Sellers,1977,1977,"['Forward', 'Guard']",76,195.0,"November 20, 1953",['Rutgers University'],False,False,44,4.5,0.9,0.6,38.4,,72.2,,14.0,0.0,78111,https://cdn.nba.com/headshots/nba/latest/1040x760/78111.png
Rollie Seltz,1950,1950,"['Guard', 'Forward']",70,165.0,"January 25, 1924",['Hamline University'],False,False,34,7.8,,1.9,30.1,,76.9,,,1.8,78112,https://cdn.nba.com/headshots/nba/latest/1040x760/78112.png
Les Selvage,1968,1970,['Guard'],73,175.0,"March 7, 1943",['Truman State University'],False,False,82,13.5,2.7,3.1,35.4,31.6,74.1,42.4,10.6,2.3,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Frank Selvy,1955,1964,"['Guard', 'Forward']",75,180.0,"November 9, 1932",['Furman University'],False,False,565,10.8,3.7,2.8,39.4,,72.8,,12.4,23.8,78113,https://cdn.nba.com/headshots/nba/latest/1040x760/78113.png
Jim Seminoff,1947,1950,"['Guard', 'Forward']",74,190.0,"September 1, 1922",['USC'],False,False,231,6.5,,2.7,30.8,,68.1,,,16.9,78114,https://cdn.nba.com/headshots/nba/latest/1040x760/78114.png
Mouhamed Sene,2007,2009,"['Center', 'Forward']",83,230.0,"May 12, 1986",,False,False,47,2.2,1.6,0.0,42.7,,58.9,42.7,13.5,0.3,200754,https://cdn.nba.com/headshots/nba/latest/1040x760/200754.png
George Senesky,1947,1954,['Guard'],74,179.0,"April 4, 1922","[""Saint Joseph's""]",False,False,482,7.2,3.5,3.2,31.3,,70.2,,10.4,21.8,78115,https://cdn.nba.com/headshots/nba/latest/1040x760/78115.png
Alperen Şengün,2022,2025,"['Center', 'Forward']",83,235.0,"July 25, 2002",,False,True,286,16.0,8.6,4.1,51.8,27.2,70.1,53.2,20.1,22.5,1630578,https://cdn.nba.com/headshots/nba/latest/1040x760/1630578.png
Brice Sensabaugh,2024,2025,['Forward'],78,235.0,"October 30, 2003",['Ohio State'],False,True,103,9.8,3.0,1.6,44.1,39.2,89.5,55.8,12.0,0.9,1641729,https://cdn.nba.com/headshots/nba/latest/1040x760/1641729.png
Kevin Séraphin,2011,2017,['Forward'],81,285.0,"December 7, 1989",,False,False,423,5.9,3.5,0.6,48.9,0.0,71.5,48.9,12.1,5.9,202338,https://cdn.nba.com/headshots/nba/latest/1040x760/202338.png
Ansu Sesay,2002,2005,['Forward'],81,225.0,"July 29, 1976",['Ole Miss'],False,False,127,3.2,1.8,0.5,43.4,27.6,64.0,44.5,11.1,1.4,1738,https://cdn.nba.com/headshots/nba/latest/1040x760/1738.png
Ramon Sessions,2008,2018,['Guard'],75,190.0,"April 11, 1986",['Nevada'],False,False,691,10.3,2.7,4.1,43.4,31.6,79.1,45.3,15.9,28.8,201196,https://cdn.nba.com/headshots/nba/latest/1040x760/201196.png
Ha Seung-Jin,2005,2006,['Center'],87,305.0,"August 4, 1985",,False,False,46,1.5,1.5,0.1,51.9,,50.0,51.9,5.4,-0.2,2775,https://cdn.nba.com/headshots/nba/latest/1040x760/2775.png
Tom Sewell,1985,1985,['Guard'],77,185.0,"March 11, 1962",['Lamar'],False,False,21,1.0,0.2,0.3,25.0,0.0,50.0,25.0,-2.7,-0.4,78116,https://cdn.nba.com/headshots/nba/latest/1040x760/78116.png
Collin Sexton,2019,2025,['Guard'],75,190.0,"January 4, 1999",['Alabama'],False,True,407,18.8,2.8,3.7,47.0,38.7,83.8,52.2,16.2,15.8,1629012,https://cdn.nba.com/headshots/nba/latest/1040x760/1629012.png
Paul Seymour,1948,1960,"['Guard', 'Forward']",73,180.0,"January 30, 1928",['Toledo'],False,False,622,9.4,3.1,3.8,35.0,,79.2,,13.9,37.5,78117,https://cdn.nba.com/headshots/nba/latest/1040x760/78117.png
Nick Shaback,1947,1947,['Guard'],71,180.0,"September 10, 1918",,False,False,53,4.6,,0.5,26.5,,71.7,,,0.3,78118,https://cdn.nba.com/headshots/nba/latest/1040x760/78118.png
Lynn Shackelford,1970,1970,['Forward'],77,190.0,"August 27, 1947",['UCLA'],False,False,22,2.6,1.2,0.5,30.6,30.8,76.9,33.3,4.7,-0.3,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Charles Shackleford,1989,1999,"['Forward', 'Center']",82,225.0,"April 22, 1966",['NC State'],False,False,303,5.4,4.8,0.6,48.3,0.0,65.4,48.3,13.1,7.3,1593,https://cdn.nba.com/headshots/nba/latest/1040x760/1593.png
Carl Shaeffer,1950,1951,"['Forward', 'Guard']",75,185.0,"October 25, 1924",['Alabama'],False,False,53,3.1,1.0,0.9,35.7,,58.3,,,0.8,78120,https://cdn.nba.com/headshots/nba/latest/1040x760/78120.png
Lee Shaffer,1962,1964,['Forward'],79,220.0,"February 23, 1939",['UNC'],False,False,196,16.8,6.3,1.2,42.0,,77.6,,14.6,8.2,78121,https://cdn.nba.com/headshots/nba/latest/1040x760/78121.png
Mustafa Shakur,2011,2014,['Guard'],75,190.0,"August 18, 1984",['Arizona'],False,False,25,2.1,0.9,1.2,33.9,9.1,52.9,34.7,5.8,-0.5,201203,https://cdn.nba.com/headshots/nba/latest/1040x760/201203.png
Landry Shamet,2019,2025,['Guard'],76,190.0,"March 13, 1997",['Wichita State'],False,True,398,8.3,1.7,1.5,41.3,38.5,83.3,54.7,10.1,13.1,1629013,https://cdn.nba.com/headshots/nba/latest/1040x760/1629013.png
God Shammgod,1998,1998,['Guard'],72,169.0,"April 29, 1976",['Providence'],False,False,20,3.1,0.4,1.8,32.8,0.0,76.7,32.8,9.2,-0.1,1539,https://cdn.nba.com/headshots/nba/latest/1040x760/1539.png
Earl Shannon,1947,1949,"['Guard', 'Forward']",71,170.0,"November 23, 1921",['Rhode Island'],False,False,134,8.6,,1.3,30.5,,59.8,,,7.6,78123,https://cdn.nba.com/headshots/nba/latest/1040x760/78123.png
Howie Shannon,1949,1950,"['Guard', 'Forward']",74,175.0,"June 10, 1923","['University of North Texas', ' Kansas State']",False,False,122,10.8,,2.5,35.5,,79.5,,,6.3,78124,https://cdn.nba.com/headshots/nba/latest/1040x760/78124.png
Terrence Shannon Jr. ,2025,2025,['Guard'],78,215.0,"July 30, 2000","['Texas Tech', ' Illinois']",False,True,32,4.3,1.5,1.0,48.2,35.5,81.0,53.1,11.9,0.6,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Chuck Share,1952,1960,['Center'],83,235.0,"March 14, 1927",['Bowling Green'],False,False,596,8.3,8.4,1.4,40.0,,69.3,,17.7,42.0,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Bill Sharman,1951,1961,['Guard'],73,175.0,"May 25, 1926",['USC'],True,False,711,17.8,3.9,3.0,42.6,,88.3,,18.3,82.8,78126,https://cdn.nba.com/headshots/nba/latest/1040x760/78126.png
Day'Ron Sharpe,2022,2025,['Center'],83,265.0,"November 6, 2001",['UNC'],False,True,191,6.5,5.6,1.2,55.0,29.5,64.8,56.2,19.6,8.4,1630549,https://cdn.nba.com/headshots/nba/latest/1040x760/1630549.png
Shaedon Sharpe,2023,2025,['Guard'],78,200.0,"May 30, 2003",['Kentucky'],False,True,184,14.3,3.9,2.1,44.9,33.0,77.9,51.9,12.8,4.7,1631101,https://cdn.nba.com/headshots/nba/latest/1040x760/1631101.png
Walter Sharpe,2009,2009,['Forward'],81,245.0,"July 18, 1986","['Mississippi State', ' UAB']",False,False,8,1.0,0.4,0.0,36.4,0.0,0.0,36.4,4.8,-0.1,201594,https://cdn.nba.com/headshots/nba/latest/1040x760/201594.png
John Shasky,1989,1991,['Center'],83,235.0,"July 31, 1964",['Minnesota'],False,False,136,3.8,2.8,0.3,46.6,0.0,65.5,46.6,11.8,2.5,1117,https://cdn.nba.com/headshots/nba/latest/1040x760/1117.png
Ron Shavlik,1957,1958,['Forward'],80,200.0,"December 4, 1933",['NC State'],False,False,8,1.3,2.9,0.0,17.4,,40.0,,-1.1,-0.3,78128,https://cdn.nba.com/headshots/nba/latest/1040x760/78128.png
Brian Shaw,1989,2003,['Guard'],78,190.0,"March 22, 1966","[""Saint Mary's"", ' UC Santa Barbara']",False,False,943,6.9,3.4,4.2,40.3,30.4,78.2,43.7,11.7,23.8,216,https://cdn.nba.com/headshots/nba/latest/1040x760/216.png
Casey Shaw,1999,1999,['Center'],83,260.0,"July 20, 1975",['Toledo'],False,False,9,0.2,0.3,0.0,12.5,,,12.5,-14.9,-0.1,1745,https://cdn.nba.com/headshots/nba/latest/1040x760/1745.png
Marial Shayok,2020,2020,['Guard'],77,198.0,"July 26, 1995","['Virginia', ' Iowa State']",False,True,4,2.8,1.8,0.3,25.0,33.3,75.0,33.3,1.4,-0.1,1629621,https://cdn.nba.com/headshots/nba/latest/1040x760/1629621.png
Bob Shea,1947,1947,['Forward'],74,194.0,"September 11, 1924",['Rhode Island'],False,False,43,2.2,,0.1,24.2,,57.6,,,-0.4,78130,https://cdn.nba.com/headshots/nba/latest/1040x760/78130.png
Jamal Shead,2025,2025,['Guard'],72,200.0,"June 24, 2002",['Houston'],False,True,75,7.1,1.5,4.2,40.5,32.3,76.8,47.6,9.9,0.8,1642347,https://cdn.nba.com/headshots/nba/latest/1040x760/1642347.png
Fred Sheffield,1947,1947,['Forward'],74,165.0,"November 5, 1923",['Utah'],False,False,22,3.4,,0.2,19.9,,61.5,,,-0.5,78131,https://cdn.nba.com/headshots/nba/latest/1040x760/78131.png
Craig Shelton,1981,1982,['Forward'],79,210.0,"May 1, 1957",['Georgetown'],False,False,59,4.1,2.4,0.5,45.3,0.0,60.0,45.3,8.7,0.0,78132,https://cdn.nba.com/headshots/nba/latest/1040x760/78132.png
Lonnie Shelton,1977,1986,"['Forward', 'Center']",80,240.0,"October 19, 1955",['Oregon State'],False,False,673,12.0,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5,78133,https://cdn.nba.com/headshots/nba/latest/1040x760/78133.png
Tornike Shengelia,2013,2014,['Forward'],81,217.0,"October 5, 1991",,False,False,45,1.3,0.9,0.4,45.1,12.5,50.0,46.1,5.7,-0.2,203129,https://cdn.nba.com/headshots/nba/latest/1040x760/203129.png
Billy Shepherd,1973,1975,['Guard'],70,160.0,"November 18, 1949",['Butler'],False,False,169,5.7,1.1,3.9,38.7,35.7,69.6,45.5,12.1,2.8,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Ben Sheppard,2024,2025,['Guard'],78,190.0,"July 16, 2001",['Belmont'],False,True,120,4.9,2.2,1.2,40.7,33.0,88.7,52.0,8.7,2.9,1641767,https://cdn.nba.com/headshots/nba/latest/1040x760/1641767.png
Jeff Sheppard,1999,1999,['Guard'],75,190.0,"September 29, 1974",['Kentucky'],False,False,18,2.2,1.2,0.9,38.5,28.6,61.5,41.0,8.7,0.3,1852,https://cdn.nba.com/headshots/nba/latest/1040x760/1852.png
Reed Sheppard,2025,2025,['Guard'],74,185.0,"June 24, 2004",['Kentucky'],False,True,52,4.4,1.5,1.4,35.1,33.8,81.3,45.2,9.7,0.8,1642263,https://cdn.nba.com/headshots/nba/latest/1040x760/1642263.png
Steve Sheppard,1978,1979,['Forward'],78,215.0,"March 21, 1954",['Maryland'],False,False,106,3.5,1.7,0.6,45.9,,63.3,,10.8,0.9,78135,https://cdn.nba.com/headshots/nba/latest/1040x760/78135.png
Ed Sherod,1983,1983,['Guard'],74,170.0,"September 13, 1959",['VCU'],False,False,64,6.2,2.3,4.9,40.6,7.7,65.0,40.7,11.4,2.5,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Charley Shipp,1950,1950,"['Guard', 'Forward']",73,200.0,"December 3, 1913",['Catholic University of America'],False,False,23,4.7,,2.0,25.5,,72.5,,,-0.6,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Paul Shirley,2003,2005,"['Forward', 'Center']",82,230.0,"December 23, 1977",['Iowa State'],False,False,18,1.8,1.1,0.4,39.5,0.0,42.9,39.5,4.5,-0.2,2321,https://cdn.nba.com/headshots/nba/latest/1040x760/2321.png
Gene Short,1976,1976,['Forward'],78,200.0,"August 7, 1953",['Jackson State University'],False,False,34,2.5,1.4,0.3,35.2,,62.5,,9.8,-0.1,78138,https://cdn.nba.com/headshots/nba/latest/1040x760/78138.png
Purvis Short,1979,1990,"['Forward', 'Guard']",79,210.0,"July 2, 1957",['Jackson State University'],False,False,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1,78139,https://cdn.nba.com/headshots/nba/latest/1040x760/78139.png
Dexter Shouse,1990,1990,['Guard'],74,200.0,"March 24, 1963",['University of South Alabama'],False,False,3,0.0,0.0,0.7,0.0,0.0,,0.0,-6.8,-0.1,78140,https://cdn.nba.com/headshots/nba/latest/1040x760/78140.png
Dick Shrider,1949,1949,['Guard'],74,190.0,"February 7, 1923",['Ohio University'],False,False,4,0.3,,0.5,,,33.3,,,0.0,78141,https://cdn.nba.com/headshots/nba/latest/1040x760/78141.png
Gene Shue,1955,1964,['Guard'],74,170.0,"December 18, 1931",['Maryland'],False,False,699,14.4,4.1,3.7,39.6,,80.6,,13.7,38.9,78142,https://cdn.nba.com/headshots/nba/latest/1040x760/78142.png
John Shumate,1976,1981,"['Forward', 'Center']",81,235.0,"April 6, 1952",['Notre Dame'],False,False,318,12.3,7.5,1.8,51.6,0.0,72.0,51.6,15.9,24.5,78143,https://cdn.nba.com/headshots/nba/latest/1040x760/78143.png
Iman Shumpert,2012,2021,['Guard'],77,215.0,"June 26, 1990",['Georgia Tech'],False,False,461,7.2,3.3,1.8,39.1,33.7,76.4,46.9,9.7,12.9,202697,https://cdn.nba.com/headshots/nba/latest/1040x760/202697.png
Alexey Shved,2013,2015,['Guard'],78,190.0,"December 16, 1988",,False,False,182,7.4,2.0,2.5,36.9,30.6,76.2,43.6,12.8,3.1,203144,https://cdn.nba.com/headshots/nba/latest/1040x760/203144.png
Pascal Siakam,2017,2025,"['Forward', 'Center']",80,230.0,"April 2, 1994",['New Mexico State'],False,True,629,18.0,6.7,3.6,49.9,33.9,76.3,53.9,18.5,55.5,1627783,https://cdn.nba.com/headshots/nba/latest/1040x760/1627783.png
Jordan Sibert,2019,2019,['Guard'],76,187.0,"August 1, 1992","['Ohio State', ' Dayton']",False,False,1,3.0,0.0,0.0,100.0,100.0,,150.0,29.7,0.0,1626296,https://cdn.nba.com/headshots/nba/latest/1040x760/1626296.png
Sam Sibert,1973,1973,['Forward'],79,215.0,"February 11, 1949",['Kentucky State University'],False,False,5,2.4,0.8,0.0,30.8,,80.0,,6.4,-0.1,78144,https://cdn.nba.com/headshots/nba/latest/1040x760/78144.png
Mark Sibley,1974,1974,['Guard'],74,175.0,"November 13, 1950",['Northwestern'],False,False,28,1.6,0.9,0.5,35.7,,85.7,,9.3,-0.2,78145,https://cdn.nba.com/headshots/nba/latest/1040x760/78145.png
Jerry Sichting,1981,1990,['Guard'],73,168.0,"November 29, 1956",['Purdue'],False,False,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2,78146,https://cdn.nba.com/headshots/nba/latest/1040x760/78146.png
Don Sidle,1969,1972,"['Forward', 'Center']",80,215.0,"June 21, 1946",['Oklahoma'],False,False,314,13.5,8.0,1.0,48.1,13.8,71.7,48.1,17.8,23.1,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Larry Siegfried,1964,1972,['Forward'],75,190.0,"May 22, 1939",['Ohio State'],False,False,550,10.8,2.8,3.5,40.9,,85.4,,13.7,33.1,78147,https://cdn.nba.com/headshots/nba/latest/1040x760/78147.png
Ralph Siewert,1947,1947,['Center'],85,230.0,"December 31, 1923",['Dakota Wesleyan University'],False,False,21,1.0,,0.2,13.6,,53.3,,,-0.3,78148,https://cdn.nba.com/headshots/nba/latest/1040x760/78148.png
Jack Sikma,1978,1991,"['Center', 'Forward']",83,230.0,"November 14, 1955",['Illinois Wesleyan University'],True,False,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5,78149,https://cdn.nba.com/headshots/nba/latest/1040x760/78149.png
James Silas,1973,1982,['Guard'],73,180.0,"February 11, 1949",['Stephen F. Austin'],False,False,685,16.1,3.0,3.8,49.5,0.0,85.5,49.5,16.9,60.3,78150,https://cdn.nba.com/headshots/nba/latest/1040x760/78150.png
Paul Silas,1965,1980,"['Forward', 'Center']",79,220.0,"July 12, 1943",['Creighton'],False,False,1254,9.4,9.9,2.1,43.2,,67.3,43.2,13.9,79.9,78151,https://cdn.nba.com/headshots/nba/latest/1040x760/78151.png
Xavier Silas,2012,2018,['Guard'],77,205.0,"January 22, 1988","['Colorado', ' Northern Illinois']",False,False,4,2.8,1.5,0.8,22.2,12.5,66.7,25.0,-0.7,-0.1,202918,https://cdn.nba.com/headshots/nba/latest/1040x760/202918.png
Garret Siler,2011,2011,['Center'],83,305.0,"October 25, 1986",['Augusta State University'],False,False,21,2.1,1.3,0.1,54.8,,50.0,54.8,13.5,0.1,202081,https://cdn.nba.com/headshots/nba/latest/1040x760/202081.png
Mike Silliman,1971,1971,['Forward'],78,225.0,"May 5, 1944",['United States Military Academy'],False,False,36,2.5,1.7,0.6,45.6,,48.7,,8.0,0.3,78152,https://cdn.nba.com/headshots/nba/latest/1040x760/78152.png
Chris Silva,2020,2023,['Forward'],80,234.0,"September 19, 1996",['South Carolina'],False,True,70,2.8,2.7,0.5,60.9,25.0,70.7,61.4,15.2,1.7,1629735,https://cdn.nba.com/headshots/nba/latest/1040x760/1629735.png
Wayne Simien,2006,2007,['Forward'],81,255.0,"March 9, 1983",['Kansas'],False,False,51,3.3,1.9,0.2,46.9,,85.4,46.9,10.5,0.9,101134,https://cdn.nba.com/headshots/nba/latest/1040x760/101134.png
Ben Simmons,2018,2025,"['Guard', 'Forward']",82,240.0,"July 20, 1996",['LSU'],False,True,383,13.1,7.4,7.2,55.8,13.9,59.2,55.9,18.4,35.4,1627732,https://cdn.nba.com/headshots/nba/latest/1040x760/1627732.png
Bobby Simmons,2002,2012,"['Guard', 'Forward']",79,210.0,"June 2, 1980",['DePaul'],False,False,466,9.0,3.8,1.5,43.7,39.6,82.3,49.0,12.9,20.1,2250,https://cdn.nba.com/headshots/nba/latest/1040x760/2250.png
Cedric Simmons,2007,2009,['Forward'],81,235.0,"January 3, 1986",['NC State'],False,False,75,2.2,1.9,0.2,40.9,,39.0,40.9,7.3,0.1,200759,https://cdn.nba.com/headshots/nba/latest/1040x760/200759.png
Connie Simmons,1947,1956,"['Center', 'Forward']",80,222.0,"March 15, 1925",,False,False,598,9.8,6.2,1.6,35.1,,67.8,,15.0,29.3,78153,https://cdn.nba.com/headshots/nba/latest/1040x760/78153.png
Grant Simmons,1968,1969,['Guard'],75,190.0,"March 7, 1943",['Nebraska'],False,False,95,9.0,2.8,2.1,42.0,8.3,70.4,42.2,9.9,5.1,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Johnny Simmons,1947,1947,['Guard'],73,184.0,"July 7, 1924",['NYU'],False,False,60,5.3,,0.5,28.0,,61.4,,,1.7,78154,https://cdn.nba.com/headshots/nba/latest/1040x760/78154.png
Jonathon Simmons,2016,2019,"['Guard', 'Forward']",78,195.0,"September 14, 1989",['Houston'],False,False,258,8.3,2.4,1.9,44.3,31.7,75.6,48.4,11.0,6.2,203613,https://cdn.nba.com/headshots/nba/latest/1040x760/203613.png
Kobi Simmons,2018,2024,['Guard'],77,166.0,"July 4, 1997",['Arizona'],False,True,42,5.3,1.5,2.0,41.7,26.9,100.0,44.9,8.3,0.0,1628424,https://cdn.nba.com/headshots/nba/latest/1040x760/1628424.png
Lionel Simmons,1991,1997,"['Forward', 'Guard']",79,210.0,"November 14, 1968",['La Salle'],False,False,454,12.8,6.2,3.3,43.3,30.5,77.1,43.7,14.7,16.9,1489,https://cdn.nba.com/headshots/nba/latest/1040x760/1489.png
Miles Simon,1999,1999,['Guard'],75,202.0,"November 21, 1975",['Arizona'],False,False,5,0.4,0.4,0.0,20.0,0.0,,20.0,-7.2,-0.1,1750,https://cdn.nba.com/headshots/nba/latest/1040x760/1750.png
Walt Simon,1968,1974,"['Forward', 'Guard']",78,200.0,"December 1, 1939",['Benedict College'],False,False,541,11.9,5.0,2.7,46.2,13.3,70.4,46.3,14.8,27.6,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Marko Simonovic,2022,2023,['Center'],83,216.0,"October 15, 1999",,False,True,16,1.4,0.8,0.0,27.3,22.2,69.2,31.8,6.4,0.0,1630250,https://cdn.nba.com/headshots/nba/latest/1040x760/1630250.png
